cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_NÃ£o_Consignado_Vencido_15d;PF_NÃ£o_Consignado_Vencer_90d;PF_NÃ£o_Consignado_Vencer_91-360d;PF_NÃ£o_Consignado_Vencer_361-1080d;PF_NÃ£o_Consignado_Vencer_1081-1800d;PF_NÃ£o_Consignado_Vencer_1801-5400d;PF_NÃ£o_Consignado_Vencer_acima_5400d;PF_NÃ£o_Consignado_TOTAL;PF_VeÃ­culos_Vencido_15d;PF_VeÃ­culos_Vencer_90d;PF_VeÃ­culos_Vencer_91-360d;PF_VeÃ­culos_Vencer_361-1080d;PF_VeÃ­culos_Vencer_1081-1800d;PF_VeÃ­culos_Vencer_1801-5400d;PF_VeÃ­culos_Vencer_acima_5400d;PF_VeÃ­culos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_CartÃ£o_Vencido_15d;PF_CartÃ£o_Vencer_90d;PF_CartÃ£o_Vencer_91-360d;PF_CartÃ£o_Vencer_361-1080d;PF_CartÃ£o_Vencer_1081-1800d;PF_CartÃ£o_Vencer_1801-5400d;PF_CartÃ£o_Vencer_acima_5400d;PF_CartÃ£o_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Micro;Pequena;MÃ©dia;Grande;Total nÃ£o Individualizado Pessoa JurÃ­dica;Total Exterior Pessoa JurÃ­dica;Qt_OperaÃ§Ãµes
b2;b2 - Banco MÃºltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de CÃ¢mbio;jun/17;32784638;1422;29521;73261;85854;14232;20345;0;224636;56341;79929;97524;38172;3262;0;0;275227;254330;3011663;7040840;7935251;700428;929;0;18943442;0;0;0;0;0;0;0;0;969543;3204235;1458969;182840;0;0;0;5815587;74061;437258;1833823;2983887;1564273;484158;0;7377460;15572;28132;41812;50232;11312;1225;0;148286;0;112508;1480944;1086639;855531;306659;36322;0;3878604;78793;1419817;2630557;2928480;320132;23783;0;7401561;0;0;0;0;0;0;0;0;53993;4404611;3995121;58823;14686;0;0;8527234;0;3511;0;25967;0;20170;0;49648;44958;121932;89929;60635;13222;233;0;330910;266110;2323739;5427038;7333736;1803056;305420;18164;17477263;3047;19937;95247;160233;81531;21456;0;381450;0;0;0;0;0;0;0;0;3684530;5538292;20598017;8225826;4;7522;7734633
b3S;b3S - Cooperativa de CrÃ©dito Singulares;jun/17;55162316;27456;561638;1569347;2498109;1056256;491924;387;6205118;406806;3072144;5656491;5208988;1360813;504363;12987;16222591;27432;389846;969390;1288034;168415;1188;0;2844304;0;0;0;0;0;0;0;0;79997;773044;216932;3422;338;36;0;1073768;254584;5204790;11054188;3087531;611636;444060;0;20656788;463194;3011236;2636683;1364715;425187;228378;30354;8159747;0;300616;2631734;5389163;5865846;1502602;467112;7271;16164345;25547;299822;749315;1057444;266664;119152;1404;2519349;95584;1681815;1581234;60609;11918;9092;3865;3444117;98908;3209830;296355;1624;67;0;0;3606784;0;0;0;0;0;0;0;0;168429;555239;910536;880996;329888;160912;19581;3025581;1174;19456;27303;27209;1978;91;0;77212;1479;293053;495653;101005;4426;969;0;896584;0;0;0;0;0;0;0;0;4868244;9900393;13607701;1356490;1143;0;8205026
b3C;b3C - Central e ConfederaÃ§Ã£o de Cooperativas de CrÃ©dito;jun/17;3456;0;0;0;0;0;0;0;0;140;94;234;332;139;0;0;938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501;272;124;604;16;0;0;2517;0;0;0;0;0;0;0;0;0;158;120980;687652;104688;20450;2051;306;936284;0;855;2546;4942;568;766;0;9677;0;1010;0;0;0;0;0;1010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10639;31937;22590;53;14;164;65401;776;5018;7761;1704;1564;0;0;16822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96055;72951;856207;3981;0;0;704
b4;b4 - Banco de Desenvolvimento;jun/17;4713196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42321;179434;599363;1428550;1208285;1150995;69;4609017;4192;6084;18829;34652;22748;17674;0;104179;0;11298;60834;152133;189817;21947;108129;0;544157;20823;75651;233292;493217;157761;48238;122;1029105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;326;36;0;0;0;400;930;5987;12656;21673;9527;1554;0;52327;2367966;16872029;36258248;77893963;62786050;116915668;25733206;338827130;12438;376605;688383;1911042;1461719;1820591;137;6270915;0;0;0;0;0;0;0;0;20896435;6549114;50220807;269057677;2;0;120473
n1;n1 - NÃ£o BancÃ¡rio de CrÃ©dito;jun/17;18372900;11756;102262;228985;263848;87523;33922;0;728296;633082;872324;838976;99747;2035;2163;2;2448328;38070;277251;620536;667665;45492;1458;0;1650472;9768;69212;199631;486775;297280;524815;257739;1845221;1116066;5562483;2462029;130417;1676;0;0;9272671;19663;48823;169652;389755;338838;378691;0;1345423;371781;274898;235413;78355;39582;74500;7959;1082488;0;37309;230583;372236;348671;86174;7075;0;1082049;40422;568623;1323942;2100289;682302;257928;1513;4975020;0;6940;742;4367;0;0;0;12049;11049;450350;49415;5360;10;0;0;516184;0;0;0;0;0;0;0;0;3261;6847;20415;29449;9235;4248;0;73457;40247;152120;434555;1008254;671112;543649;2450;2852387;415;8219;19901;93560;30961;79168;0;232223;1098;9145;9694;26584;4;2;0;46527;775889;1019548;5127860;2866546;53;0;29124284
n2;n2 - NÃ£o BancÃ¡rio de Mercado de Capitais;jun/17;7185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7185;7185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;0;0;0;0;141;867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;726;0;0;250
C;C - Conglomerado;jun/17;1004861410;1767041;19663137;51438250;89957462;44849048;16452452;405679;224533068;4308334;13782154;22386799;21772982;6794323;2048470;1248436;72341498;2330413;16983528;40267905;50130612;6308208;17734;32864;116071264;270755;2998077;7082277;16990787;14885947;54738558;46282795;143249196;14143497;108462292;34228641;1642060;144154;44825;768493;159433962;2631620;25226974;45670112;47079522;26242139;23137245;957364;170944976;6050855;18294849;13462406;14148336;5497754;2490189;563602;60507991;57779455;7687607;39020858;62761425;70663831;15320626;5958467;1689357;203102171;904670;5478687;11224586;14743692;6080081;21892078;3518181;63841975;2225646;22974147;5054764;639320;154661;764394;269961;32082893;699353;43127801;11186140;1720218;359295;207775;11685;57312267;1566580;27905896;54328623;28715239;13321447;8072727;0;133910512;6082766;17438518;17070273;27034478;19548746;9109093;1979750;98263625;1365153;14243047;33696615;53286799;23592750;32854730;12842484;171881578;91203;8641812;24892066;15086210;2618734;2642198;11691;53983914;1072085;2564901;9016349;11709681;2465634;250467;235011;27314127;49609649;100380080;259296010;432380326;26997;321218830;300294554
I;I - InstituiÃ§Ã£o independente;jun/17;647051991;1957337;7031378;18120568;29634387;13593207;6115162;758;76452797;1815121;5229326;9440368;7688436;1488592;536881;20362;26219087;636906;4372481;10327768;11855862;1055176;15472;985;28264650;1534310;12394052;33642368;76785831;60991157;162437374;60904643;408689735;3792753;12466273;5018282;424449;4219;2823;27;21708826;802593;7649552;17548841;12641572;6809908;5252102;69;50704637;3284060;10160215;10042826;6916247;2596318;1888182;119065;35006914;5345;3003654;23730977;21126495;32745832;2341358;787808;166153;83902277;335346;3141162;5914909;7824798;1594351;621681;6872;19439118;737357;2754098;4259699;91496;11918;9092;3865;7867525;248667;8117340;4574721;102519;14763;0;0;13058011;286759;4295102;9663995;6858426;4274536;56841;0;25435659;2952681;2557777;4460686;4775087;667821;368931;104297;15887281;3047409;23818599;52398684;105663351;77665915;151833919;35032795;449460672;41207;3933398;7586002;3197490;1905609;2297019;137;18960861;380780;3799295;4048621;3734692;305944;280904;514;12550750;58197961;48751631;159938304;379670403;3855;1422696;93238690
1;1 - PÃºblico;set/17;881019008;2241689;12119217;31885046;57983971;31389164;15164421;410772;151194279;1428199;4677076;10884977;11644934;4360617;1835360;1211013;36042176;399589;1850441;4303772;4852783;444942;1220;40425;11893171;1590389;13292339;35398872;81295304;65495360;182499248;82378080;461949592;2702426;25636465;5342126;392068;6025;4529;690921;34774561;2847925;17303881;43926003;38036665;24464298;22618367;855008;150052147;3013590;8390073;7685516;6270686;3562427;2660596;629091;32211979;2901103;5674848;11889237;24775217;45568487;9960574;5326769;1849674;105044806;520823;2545769;5603006;16314187;12486044;22865520;2186711;62522060;855403;2425168;3215579;180813;0;0;124333;6801296;318908;5328506;1407343;541504;74450;0;0;7670712;868764;10258301;16270835;13155589;10841248;4021786;3153863;58570386;4993781;4096137;3918638;7539466;4729024;4064683;1415885;30757613;4046670;25883631;57507502;115047258;82454071;164587439;42171452;491698024;122328;5361643;10305704;7703124;2513496;3345424;5951;29357669;802574;3916677;5842209;6332648;455827;285820;37753;17673509;38425258;60719530;116908983;594020905;21399;30852057;92317152
2;2 - Privado Nacional;set/17;578887764;1035733;12133371;30156825;50907884;22859810;6081825;1017;123176466;3924362;13389614;16812090;13737225;2917046;617832;6086;51404254;1546499;11879432;27597936;35192997;4489537;16696;0;80723097;180378;1396422;3163024;8056087;7361089;28421409;22473432;71051840;11186759;73930969;27630765;869129;30925;2203;8;113650757;577315;8284438;21144650;9379464;4418514;3168852;0;46973232;4698015;14613512;9681275;10284426;3323087;1237438;63830;43901582;48006537;3533118;25347042;41489466;44314873;8680227;2434238;7451;125806414;694166;3788343;7194862;7067062;1158309;365727;2561;20271031;1390489;17747308;3984832;237557;12578;759995;3800;24136558;394592;28640808;6499377;918513;204821;141673;445016;37244799;520087;18421091;23487680;15357758;2902138;4042930;0;64731684;2849358;6671155;9294032;9363607;3386866;2335197;303515;34203729;240351;6281591;18609579;24350695;11505015;13478968;2432229;76898428;8190;3204994;6731388;3149474;884385;473233;724;14452388;290921;1130978;4077994;7506901;1979598;185705;865;15172962;51054609;57973975;143481093;160368171;40145;245646658;246093894
3;3 - Privado com Controle Estrangeiro;set/17;212959124;427161;3143818;8145148;13000013;5506130;2028310;240;32250821;626159;1454673;3493997;4209817;1152552;64471;164;11001834;769781;7977057;18740356;23519376;2921384;12558;2463;53942976;44235;1157020;2735755;5773087;4208966;10207482;4180502;28307046;2934415;24758068;7339227;961159;118648;41889;33;36153439;208942;1802272;6556537;7793556;3805670;1618934;0;21785910;1801194;5927332;5683593;5958104;2328432;922149;7383;22628187;6888913;1689007;11032191;13708904;13666215;3502424;1170401;327544;45096686;177599;3666501;5500441;6020407;967368;1090820;431121;17854258;257263;4075824;1828388;299306;127751;58905;141919;6789356;217241;20721272;11004497;627971;83599;8815;12063;32675458;379385;11530262;17484985;7766026;2143901;664003;0;39968562;1078696;2710133;2388990;2798889;1078492;278562;104266;10438028;304834;3484390;10174264;11541554;3578405;3372712;1958157;34414317;5809;2122161;5522128;2329901;686637;355289;1827;11023752;189897;1326912;2388998;740143;44098;6968;1043;4698059;13489352;22542250;73957401;92964854;4619;20541974;56872034
b1;b1 - Banco Comercial, Banco MÃºltiplo com Carteira Comercial ou Caixa EconÃ´mica;set/17;1555620976;3662860;26601636;68292163;118886206;58522002;22646987;411647;299023501;4923665;15282630;24501684;23986371;6949917;1966770;1211269;78822305;2406522;17990021;42059623;53422952;6860222;26975;42888;122809203;1805662;15766822;41099490;94646824;76784425;220611215;108785659;559500097;14635795;113601972;36061159;1906188;153192;48585;690954;167097845;3296295;22048521;54662515;47028258;28891299;25013931;855008;181795827;8536689;25716980;19867515;20848633;8645094;4496772;663962;88775646;57796553;10433294;43441885;72263436;95724053;20087790;8274742;2178434;252403635;1231393;6743013;13419298;23412019;13214134;23894684;2616160;84530702;2423778;22783047;7305817;646542;127751;808184;266252;34361372;799196;45886851;14609120;1993360;335407;148980;457075;64229990;1764967;40209343;57217202;36279372;15887288;8709211;3153863;163221247;8714452;12854862;14646052;18659985;8805490;6489504;1807172;71977518;1820247;18133698;46250788;68631391;35328547;66739917;21327870;258232457;109443;10215311;21006833;11019225;2605449;2610346;8360;47574968;1280559;6371149;12286402;14573663;2479446;478131;39658;37509007;74503964;122688708;283910001;532873408;64815;297040689;346358993
b2;b2 - Banco MÃºltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de CÃ¢mbio;set/17;33543310;1629;32605;77733;93520;17580;21827;0;244895;55304;77556;81841;38088;5088;8207;0;266085;247193;3050933;6995104;8140167;756092;1025;0;19190514;0;0;0;0;0;0;0;0;884996;3392832;1504662;195405;0;0;0;5977894;68122;385119;1967026;3155994;1622282;509675;0;7708219;13473;34486;46059;49657;10998;1029;0;155703;0;100610;1481933;1086549;870504;275176;25223;0;3839994;74372;2217295;2383581;2310908;310627;13836;0;7310620;0;0;0;0;0;0;0;0;38852;4986210;3974616;89612;27426;1508;0;9118223;3215;170;25975;0;0;19508;0;48869;41571;87155;115103;54056;14211;4308;0;316404;222048;2200980;5137464;6846389;1755218;290352;15617;16468068;1170;31956;84537;160452;80116;20125;0;378356;0;0;0;0;0;0;0;0;3706549;5247068;20413346;8113450;122;0;8137076
b3S;b3S - Cooperativa de CrÃ©dito Singulares;set/17;59219606;28130;654338;1574879;2635172;1124901;569657;382;6587457;411876;3200159;5670185;5456251;1472231;538481;5978;16755161;25169;384967;963674;1307290;186542;1400;0;2869041;0;0;0;0;0;0;0;0;75465;822366;222698;2984;345;36;0;1123893;219433;4665375;14271375;3096884;668051;456212;0;23377331;449936;2900014;2884083;1496612;494985;253834;27258;8506723;0;314867;2661074;5647696;6289446;1639176;512706;6234;17071199;24332;365385;918199;1103006;286077;125489;1194;2823681;79377;1458732;1718984;66670;11579;10717;3800;3349858;83283;3306912;280385;1573;24;0;4;3672181;0;0;0;0;0;0;0;0;161064;511696;778417;910408;348036;178282;16280;2904183;1048;20039;29546;31272;3579;1097;0;86581;1359;225841;629298;79931;4392;1272;0;942093;0;0;0;0;0;0;0;0;5324805;10299973;13817093;1406732;1173;0;8424687
b3C;b3C - Central e ConfederaÃ§Ã£o de Cooperativas de CrÃ©dito;set/17;942;0;0;0;0;0;0;0;0;182;68;154;229;94;0;0;726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;30;56;98;0;0;0;216;0;0;0;0;0;0;0;0;0;0;408746;444421;118005;29929;6213;0;1007314;0;863;2563;4870;380;724;0;9401;0;0;1008;0;999;0;0;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525;10451;30859;15235;62;12;164;57309;2164;4354;3013;2504;1343;0;0;13380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82121;67745;931144;8399;0;0;676
b4;b4 - Banco de Desenvolvimento;set/17;4720119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29350;218528;580897;1538007;1175678;1068988;0;4611447;5080;7443;18849;38747;23871;14680;0;108671;0;11457;61033;169463;194085;24111;108185;0;568333;16856;82674;235295;461129;140010;42258;247;978468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;141;323;0;0;0;0;517;1414;6220;14107;36772;18407;2653;0;79573;2501227;15147682;34440458;74434314;59790460;113909858;25216150;325440149;21534;205203;819405;1827771;1329851;1503300;142;5707205;0;0;0;0;0;0;0;0;18591892;1888371;10150654;302143328;1;0;121375
n1;n1 - NÃ£o BancÃ¡rio de CrÃ©dito;set/17;19755232;11964;107828;242244;276970;90622;36085;0;765713;587694;960949;937200;111037;2885;4205;16;2603987;36985;281010;623662;694748;53007;1073;0;1690485;9340;78958;198161;477654;280990;516924;246355;1808381;1227343;6508332;2523600;117779;2061;0;8;10379124;20949;73017;145320;390445;331172;357346;0;1318248;507620;271993;233877;79567;38997;53866;3373;1189294;0;36747;213798;362024;353481;87043;4339;0;1057432;45635;591383;1339374;2109725;660493;245074;2793;4994477;0;6522;2989;4464;0;0;0;13974;9409;510613;47096;3443;13;0;0;570574;0;0;0;0;0;0;0;0;2808;7041;17120;25505;8176;3684;0;64333;45120;142859;430076;993637;658344;497895;2202;2770133;2822;10487;19147;95119;64709;38903;0;231186;2834;3418;22798;6029;77;362;3;35522;759838;1043890;5125240;2808614;51;0;32240065
n2;n2 - NÃ£o BancÃ¡rio de Mercado de Capitais;set/17;5711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5711;5711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;208
C;C - Conglomerado;set/17;1013788286;1823587;20240524;52082084;92097169;46178967;17278330;411102;230111763;4292550;13984223;21850717;21676523;6826438;1941553;1200971;71772974;2134478;17436236;40761898;52157424;6828294;17179;41983;119377493;270210;3107978;7139352;17158065;15031867;55343601;46652410;144703484;13189117;110523035;35113341;1815927;149278;44056;690954;161525708;2871964;20347176;49989613;42390693;25896806;22330991;855008;164682251;6236878;18784820;13280337;15766607;6325569;2837225;591877;63823315;57791298;7700072;37224818;58307398;68817084;15358708;5625357;2018267;195051703;1067415;6377372;12706392;22567774;13065248;23809920;2612193;82206315;1902334;21929279;5398807;562390;127751;808184;266252;30994997;737945;45841923;14405379;1954768;335407;148980;12063;63436465;1437521;35224734;49135298;32199505;14666776;8599097;0;141262932;6068015;11432860;12660386;16223224;7603851;5653924;1721729;61363989;1334419;13136316;36567228;49287149;22633620;31931233;12263625;167153591;82119;9331038;18785391;10580160;2312266;2243288;8360;43342622;796339;3023515;8356000;10861597;2216377;241329;39171;25534329;59737557;98855352;246894436;404814402;45195;295685162;298672292
I;I - InstituiÃ§Ã£o independente;set/17;659077609;1880996;7155882;18104936;29794699;13576137;5996226;927;76509802;1686170;5537138;9340347;7915453;1603777;576111;16293;26675289;581391;4270694;9880165;11407733;1027568;13294;905;27181751;1544792;12737802;34158299;77966413;62033547;165784537;62379603;416604994;3634482;13802466;5198777;406429;6320;4565;8;23053048;762218;7043414;21637577;12818992;6791675;5075162;0;54129037;3275921;10146097;9770047;6746609;2888376;1982957;108426;34918433;5255;3196902;11043652;21666190;34732490;6784517;3306051;166401;80896203;325173;3623241;5591918;6833882;1546472;512146;8201;18441033;600821;2319021;3629992;155286;12578;10717;3800;6732214;192796;8848663;4505838;133220;27463;1508;445016;14154504;330714;4984920;8108203;4079867;1220512;129621;3153863;22007701;2853819;2044564;2941274;3478737;1590531;1024518;101936;14035380;3257436;22513296;49724117;101652358;74903871;149507886;34298213;435857178;54208;1357760;3773828;2602339;1772252;1930658;142;11491187;487054;3351053;3953200;3718096;263146;237163;489;12010201;43231662;42380402;87453041;442539529;20967;1355526;96610788
1;1 - PÃºblico;dez/17;887303621;2506853;12305197;31663164;58189045;31597196;15135202;420907;151817563;1317438;4707339;9649818;11519220;4272023;1809833;1160060;34435732;359428;1657421;3863129;4152927;385647;867;56381;10475800;1537483;13437552;35526548;81626374;65874786;184326689;83627265;465956696;2430335;27728095;5901731;398821;7737;5830;585587;37058136;2749498;11382900;54339903;37229549;25185462;21443204;712679;153043196;2897494;8043918;7515659;6246281;3466353;2579751;533027;31282483;3234015;6176122;9956400;25813192;42649747;10683497;4595802;1430539;101305299;472629;1827016;5638157;16432188;12459993;24894356;1859755;63584094;796602;2324226;2860805;190140;264;0;88754;6260792;243451;5583898;1994696;514841;69387;0;0;8406273;864975;9449929;18351946;13211636;14182922;669296;0;56730705;4823223;4797910;3966198;7382127;4344263;4099265;1193489;30606475;1895878;24889776;55255517;112046622;76503870;166003975;41246637;477842275;123869;2768093;11960685;8194442;2754438;3152260;5390;28959176;640415;3352420;5924009;6452327;442036;239857;32358;17083421;37039250;56975097;112030106;584729620;4438;33742742;79326676
2;2 - Privado Nacional;dez/17;607500402;1066832;12517932;30484488;52025294;23396193;6380376;1152;125872268;3433296;12386241;18119761;14712316;3339247;728972;5604;52725438;1515692;12215544;28381668;37402261;4942507;15500;0;84473172;213770;1686560;3239995;8244049;7495367;29139136;23041449;73060327;11179538;83158319;32043850;1035560;23545;1231;1;127442044;590222;4763140;25780317;9656627;4524511;3242519;73;48557409;4734624;13481242;10336807;10339885;3270438;1326657;68582;43558236;51811509;3992786;25255388;44514383;45624281;9226804;2828200;6525;131448366;478844;3879105;7467535;7472932;1283068;324823;20992;20927299;1266910;17728162;4438943;211976;13214;811636;3788;24474630;323086;40106239;7958907;879586;180493;129711;438894;50016917;480195;14871050;22752243;13547348;2471913;6754032;0;60876781;2438697;6853680;10293448;9064734;3260763;2160876;973771;35045969;281483;5730053;18564566;23050134;10653367;12959584;2383498;73622685;8026;1501226;8569602;2987314;749929;426952;245;14243294;192995;990537;4245702;6864828;1878657;227093;654;14400466;62335572;44511874;134442846;183742216;23898;259910239;252356826
3;3 - Privado com Controle Estrangeiro;dez/17;219265881;463954;3243700;8320518;13427939;5771588;2232364;251;33460313;721812;1661773;2860983;3744429;1022996;65380;165;10077539;775829;8128259;19259594;24898326;3226603;12988;2543;56304140;44843;1160568;2754796;5797459;4207930;10069334;4079536;28114466;2623581;24454175;7936307;842548;117324;41773;26;36015735;215626;736918;8990860;7687961;4109756;1850704;0;23591825;1798986;4901387;7318564;5988844;2483508;1006784;10190;23508263;8193601;2057547;9138090;14328757;14523175;3044123;992361;335991;44420043;193518;3751024;5924737;6496903;1240062;906327;414987;18927557;302765;4028878;1963257;365899;116204;57145;88256;6922404;129643;25296898;14083181;647605;81993;6982;4135;40250437;367653;9464178;17290345;7330024;1882234;586031;0;36920466;1118664;2455333;2725620;2916588;3223129;305351;189034;12933718;250165;3039918;10189970;10354567;3514780;3252948;1984710;32587058;14475;1460817;5574994;2099083;603207;356851;1829;10111255;175980;1078616;2143703;643517;35038;6648;912;4084414;11729371;22290604;75121231;98011342;4806;20742014;53908523
b1;b1 - Banco Comercial, Banco MÃºltiplo com Carteira Comercial ou Caixa EconÃ´mica;dez/17;1590305553;3994598;27242994;68603403;120563587;59479647;23062163;421832;303368225;4483116;14709814;23194251;24010355;7014067;1991215;1160313;76563128;2352606;18285838;42757572;55800086;7421492;25506;58924;126702025;1784676;16211662;41293630;95191611;77317668;223020678;110511187;565331112;14000029;123342509;40760045;1934530;145607;48716;585613;180817049;3213775;13407334;69152604;46087665;29874672;24101052;712236;186549338;8346975;23271916;21656534;20807384;8573719;4507923;571100;87735551;63239124;11780936;39570951;75482306;94264157;20770211;7696267;1642065;251206893;989044;6125200;14019245;24156872;13502771;25708127;2288177;86789436;2286315;22563292;7462464;707320;117438;857351;177010;34171191;564548;62782272;17198459;1950704;311736;136692;443029;83387441;1712671;33784854;58368382;34089008;18537070;7989111;0;154481097;8203350;13527593;15954960;18199963;10374915;6300436;2344163;74905381;1515360;16229999;47079708;64179330;34223195;66922444;20643758;250793794;128612;5169211;24502013;11021824;2628208;2307586;7302;45764758;1005610;5419058;12295433;13953418;2355653;473242;33924;35536338;82076517;104419479;268009190;562499249;31893;314394995;333160400
