Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSOCIAÇÃO RESIDENCIAL E EMPRESARIAL ALPHAVILLE;3058603;b3S;I;2;;9;BARUERI;SP;01/06/2012;148;0;148;0;0;0;0;0;0;0;0;;;;;;;;
WELMAG SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;5280261;n1;I;2;;10;BELO HORIZONTE;MG;01/06/2012;144;0;123;0;0;0;0;0;0;20;0;;;;;;;;
BANCO CLASSICO S.A.;31597552;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2012;137;0;0;0;137;0;0;0;0;0;0;;;;;;;;
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;I;3;;9;RIBEIRAO PRETO;SP;01/06/2012;116;0;0;0;44;72;0;0;0;0;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DE TRIUNFO E FLORES - ECOSOL TRIUNFO/FLORES;6036510;b3S;I;2;;9;FLORES;PE;01/06/2012;111;0;79;5;12;3;2;0;1;8;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DE POÇO VERDE LTDA. - COOPEC;9244973;b3S;I;2;;9;POCO VERDE;SE;01/06/2012;108;0;78;15;7;2;2;0;3;1;0;;;;;;;;
CRUZEIRO DO SUL;50720;b1;C;2;;199;SAO PAULO;SP;01/06/2012;99;0;99;0;0;0;0;0;0;0;0;;;;;;;;
CASA DO CRÉDITO S.A. SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR;5442029;n1;I;2;;10;SAO PAULO;SP;01/06/2012;94;0;0;0;0;0;0;0;0;94;0;;;;;;;;
BNS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.;7835244;n1;I;2;;10;JACUTINGA;MG;01/06/2012;93;0;35;5;6;0;1;0;6;40;0;;;;;;;;
COOPERATIVA DE CRÉDITO SOLIDÁRIO DA AGRICULTURA FAMILIAR DO OESTE POTIGUAR - CREDIOESTE-SOL;8418804;b3S;I;2;;9;APODI;RN;01/06/2012;93;0;34;5;3;10;9;2;10;20;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SUPPORT;5871212;b3S;I;2;;9;SAO JOSE DOS CAMPOS;SP;01/06/2012;90;0;79;5;0;0;0;3;0;3;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL ILHÉUS LTDA;16348005;b3S;I;2;;9;ILHEUS;BA;01/06/2012;86;0;36;25;0;0;0;0;2;23;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BEZERRA DE MELLO LTDA;33916883;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2012;84;0;82;0;0;0;1;0;0;1;0;;;;;;;;
COOPERATIVA DE CRÉDITO DE SERVIDORES DA UESC - UESCOOP;10548608;b3S;I;2;;9;ILHEUS;BA;01/06/2012;81;0;74;6;1;0;0;0;0;0;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL SOLIDÁRIO DE AGRICULTORES FAMILIARES DE GOIÂNIA E REGIÃO - REDE CRED;8254480;b3S;I;2;;9;GOIANIA;GO;01/06/2012;80;0;66;6;0;0;0;3;0;6;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO PAES MENDONÇA LTDA - COPAME;14437875;b3S;I;2;;9;SALVADOR;BA;01/06/2012;80;0;80;0;0;0;0;0;0;0;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.;1301541;b3S;I;2;;9;UBERLANDIA;MG;01/06/2012;79;0;64;8;0;3;0;0;0;3;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA SERRA GERAL - ECOSOL/SERRA GERAL;5533128;b3S;I;2;;9;CACULE;BA;01/06/2012;73;0;63;4;1;2;1;0;0;2;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DA AGRICULTURA FAMILIAR DOS TRABALHADORES E TRABALHADORAS RURAIS DO AGRESTE MERIDIONAL DE PERNAMBUCO - ECOSOL BOM CONSELHO;8658915;b3S;I;2;;9;BOM CONSELHO;PE;01/06/2012;70;0;41;7;5;4;3;1;2;7;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS EM ESTABELECIMENTOS BANCÁRIOS DE TERESINA/PIAUÍ - COOPERBAN;4633530;b3S;I;2;;9;TERESINA;PI;01/06/2012;69;0;26;2;5;4;1;1;4;26;0;;;;;;;;
FID SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA;4986548;n1;I;2;;10;RECIFE;PE;01/06/2012;65;0;47;0;0;2;0;0;0;16;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DA AGRICULTURA FAMILIAR DOS TRABALHADORES E TRABALHADORAS RURAIS DA REGIÃO DE JOÃO PINHEIRO;9674889;b3S;I;2;;9;JOAO PINHEIRO;MG;01/06/2012;61;0;54;1;4;0;0;1;0;0;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA DE JATAÍ;5201878;b3S;I;2;;9;JATAI;GO;01/06/2012;57;0;23;0;0;0;0;0;2;32;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS LOJISTAS DO VESTUÁRIO EM GERAL DO MUNICÍPIO DO RIO DE JANEIRO LTDA.;5600427;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2012;56;0;18;11;8;11;2;0;0;6;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA DE RIO VERDE;5370947;b3S;I;2;;9;RIO VERDE;GO;01/06/2012;53;0;31;0;2;0;12;0;7;1;0;;;;;;;;
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA CMI SECOVI-MG - SECOVICRED;14913919;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2012;51;0;51;0;0;0;0;0;0;0;0;;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS MILITARES DA ATIVA E DA RESERVA REMUNERADA, REFORMADOS, PENSIONISTAS E EXPEDICIONÁRIOS DAS FORÇAS ARMADAS - BS;5742404;b3S;I;2;;9;SAO VICENTE;SP;01/06/2012;42;0;18;4;0;0;0;2;0;18;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES E DEMAIS SERV. DOS ÓRGÃOS FEDERAIS E ESTADUAIS DA SEG.PÚBLICA, DA ADMINISTRAÇÃO, DO PLANEJ.E DOS ORGÃOS VINCULADOS DE MANAUS LTDA-MILICRED MANAUS;7950031;b3S;I;2;;9;MANAUS;AM;01/06/2012;40;0;18;11;0;0;1;2;0;7;0;;;;;;;;
FINACRED - SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.;4275302;n1;I;2;;10;SAO PAULO;SP;01/06/2012;39;0;14;7;15;0;3;0;0;0;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DO SERTÃO CENTRAL DE PERNAMBUCO - ECOSOL SERTÃO CENTRAL DE PERNAMBUCO;7913550;b3S;I;2;;9;SERRA TALHADA;PE;01/06/2012;38;0;18;0;0;3;1;1;2;14;0;;;;;;;;
COCRESCE - COOPERATIVA DE CRÉDITO RURAL DO SERTÃO CENTRAL DO CEARÁ LTDA.;8197413;b3S;I;2;;9;QUIXADA;CE;01/06/2012;33;0;13;1;1;3;0;2;1;12;0;;;;;;;;
IPACRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;3476483;n1;I;2;;10;IPATINGA;MG;01/06/2012;32;0;26;0;0;0;0;0;0;6;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO INSTITUTO NÁUTICO BRASILEIRO - INABRA LTDA;83332627;b3S;I;2;;9;BELEM;PA;01/06/2012;30;0;30;0;0;0;0;0;0;0;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS IND.ALIMENTACAO REG.GRDE.VITORIA EST.ES-CREDI-ALIMENTO;3973743;b3S;I;2;;9;VITORIA;ES;01/06/2012;23;0;0;1;0;2;0;0;0;20;0;;;;;;;;
CREDRIO - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.;5170343;n1;I;2;;10;MANAUS;AM;01/06/2012;6;0;2;0;0;0;0;1;3;0;0;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DE PETROLINA - ECOSOL PETROLINA;5413161;b3S;I;2;;9;PETROLINA;PE;01/06/2012;5;0;1;1;2;0;1;0;0;0;0;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÃO DO VESTUÁRIO DA REGIÃO DE CURVELO LTDA.;3962327;b3S;I;2;;9;CURVELO;MG;01/06/2012;4;0;1;0;0;0;0;0;0;3;0;;;;;;;;
PETRA;51688;b1;C;2;;199;CURITIBA;PR;01/06/2012;0;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;;;;;;;;
H.H.PICCHIONI;30829;n2;C;2;;196;BELO HORIZONTE;MG;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
PROSPER;50414;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
VR;50524;b1;C;2;;199;BARUERI;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
OBOE;51035;n1;I;2;;197;FORTALEZA;CE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
OPPORTUNITY;51107;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
CM CAPITAL MARKETS;51248;n2;C;3;;196;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
PLANNER;51341;n1;C;2;;197;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
MORGAN STANLEY;51413;b1;C;3;;199;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COINVALORES;51561;n2;C;2;;196;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
GERAÇÃO FUTURO;51592;b2;C;2;;198;PORTO ALEGRE;RS;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
NSG CAPITAL;51640;n2;C;2;;196;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
CONFIDENCE;51671;b2;C;2;;198;BARUERI;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
DIDIER LEVY;51743;b2;C;2;;198;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
WESTERN UNION;51767;b1;C;3;;199;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
BNY MELLON;51808;n2;I;3;;196;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
BR PARTNERS;51822;b2;I;2;;198;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
ORBIVAL CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;87530;n2;I;2;;15;PORTO ALEGRE;RS;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
INTERBOLSA DO BRASIL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA;169331;n2;I;3;;15;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR E OUTROS SEGMENTOS DE CRÉDITO DO ESTADO DE MINAS GERAIS LTDA - UNICRED CENTRAL (MG);184068;b3C;I;2;;9;BELO HORIZONTE;MG;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
AGK CORRETORA DE CAMBIO S.A.;250699;n2;I;2;;21;SAO PAULO;SP;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED'S - UNICRED DO BRASIL;315557;b3C;I;2;;9;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
FOCO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;329598;n2;I;2;;16;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
MULTICRED - CORRETORA DE VALORES E CAMBIO S.A.;419291;n2;I;2;;15;BRASILIA;DF;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460065;n2;I;2;;16;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA LTDA.- UNICRED CENTRAL SC;543968;b3C;I;2;;9;FLORIANOPOLIS;SC;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
BANCO BM&F DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;997185;b1;I;2;;2;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
HENCORP COMMCOR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;1788147;n2;I;2;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;I;2;;15;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS  DA AMAZÔNIA OCIDENTAL LTDA - UNICRED CENTRAL AMAZÔNIA OCIDENTAL;2470935;b3C;I;2;;9;MANAUS;AM;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
ASM ASSET MANAGEMENT DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A;2678955;n2;I;2;;16;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO DISTRITO FEDERAL;2719550;b3S;I;2;;9;BRASILIA;DF;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
LINK S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;2819125;n2;I;2;;15;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFISSIONAIS DA CONTABILIDADE DE CUIABA;2861211;b3S;I;2;;9;CUIABA;MT;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
TREVISO CORRETORA DE CÂMBIO S.A.;2992317;n2;I;2;;21;SAO PAULO;SP;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
INFINITY CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;3014007;n2;I;2;;15;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;I;2;;9;LONDRINA;PR;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
AGENCIA DE FOMENTO DO ESTADO DE RORAIMA S.A. - AFERR;3058464;n1;I;1;;30;BOA VISTA;RR;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
M. SAFRA & CO. DISTRIBUIDORA DE TIT E VALS MOBILIARIOS S.A.;3203507;n2;I;2;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
ICATU DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;3282508;n2;I;2;;16;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
AVIPAM CORRETORA DE CAMBIO LTDA.;3443143;n2;I;2;;21;RIO DE JANEIRO;RJ;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;3512293;n2;I;2;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
INTERFLOAT HZ CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4020986;n2;I;2;;15;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
VISION S.A. CORRETORA DE CAMBIO;4062902;n2;I;2;;21;SAO PAULO;SP;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
EBS CAPITAL CORRETORA DE CÂMBIO S/A;4068419;n2;I;2;;21;SAO PAULO;SP;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
MAPFRE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;4160039;n2;I;3;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
RELIANCE - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4215594;n2;I;2;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL;4243780;b3C;I;2;;9;GOIANIA;GO;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
NOVA FUTURA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4257795;n2;I;2;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
UNÂNIME - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO DO ESTADO DO CEARÁ, NA REGIÃO METROPOLITANA DE FORTALEZA LTDA.;4428988;b3S;I;2;;9;FORTALEZA;CE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ADVOGADOS DA REGIÃO METROPOLITANA DE BELÉM/PARÁ - COOPECAD;4524629;b3S;I;2;;9;BELEM;PA;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
CREDINAT - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DA GRANDE NATAL - RIO GRANDE DO NORTE;4551113;b3S;I;2;;9;NATAL;RN;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
DIRETRIZ - CORRETORA DE CAMBIO LTDA.;4567240;n2;I;2;;21;RIO DE JANEIRO;RJ;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
CORRETORA AMAZONENSE DE CAMBIO LTDA.;4623781;n2;I;2;;21;MANAUS;AM;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;4684647;n2;I;2;;21;SANTOS;SP;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
LEASEPLAN ARRENDAMENTO MERCANTIL S.A.;4836002;n1;I;3;;19;BARUERI;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
CREDNORTE - COOPERATIVA DE CRÉDITO RURAL DA REGIÃO NORTE DO CEARÁ LTDA.;5025926;b3S;I;2;;9;MASSAPE;CE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
LIBERTY - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;5232450;n1;I;2;;10;MARINGA;PR;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
CIBRASEC - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;5313386;n2;I;2;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
SAFDIÉ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;5389174;n2;I;2;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS EM ESTABELECIMENTOS BANCÁRIOS, DE CRÉDITOS E FINANCIAMENTOS DE DIVINÓPOLIS E REGIÃO LTDA;5433161;b3S;I;2;;9;DIVINOPOLIS;MG;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;5452073;n2;I;2;;15;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL NORTE DO ITAPICURU;5644916;b3S;I;2;;9;JAGUARARI;BA;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA ESTADUAL DA 8ª REGIÃO DO ESTADO DE SÃO PAULO - FINANPOL;5676236;b3S;I;2;;9;SAO JOSE DO RIO PRETO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
FLOW CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;5816451;n2;I;2;;15;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
ESTATER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;5973229;n2;I;2;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;6132348;n2;I;2;;21;RECIFE;PE;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
COOPERATIVA CENTRAL DE CRÉDITO E ECONOMIA SOLIDÁRIA - ECOSOL;6267304;b3C;I;2;;9;RECIFE;PE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
CREFIN - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.;6346262;n1;I;2;;10;MANAUS;AM;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE CREDITO RURAL DOS AGRICULTORES FAMILIARES DA MICRO REGIAO DO CRATO;6353310;b3S;I;2;;9;CRATO;CE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;6373777;n2;I;2;;21;RECIFE;PE;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;6917793;n2;I;2;;16;FORTALEZA;CE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
PAX CORRETORA DE VALORES E CÂMBIO S/A;6979363;n2;I;2;;15;FORTALEZA;CE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE CRÉDITO DE BARBALHA LTDA;7052616;b3S;I;2;;9;BARBALHA;CE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE CRÉDITO CAIXEIRAL DO CRATO LTDA.;7174980;b3S;I;2;;9;CRATO;CE;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
GÁVEA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;7253654;n2;I;2;;16;RIO DE JANEIRO;RJ;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS ESTIVADORES DE ITAJAÍ - ESTIVACREDI;7286250;b3S;I;2;;9;ITAJAI;SC;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
ONNIX CORRETORA DE CÂMBIO LTDA.;7333726;n2;I;2;;21;PORTO ALEGRE;RS;01/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;
WESTERN ASSET MANAGEMENT COMPANY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LIMITADA;7437241;n2;I;3;;16;SAO PAULO;SP;01/06/2012;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;;;;;;;;
