Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE SÃO FRANCISCO DE SALES LTDA. – SICOOB CREDISALES;1374196;b3S;I;2;S5;9;SAO FRANCISCO DE SALES;MG;01/03/2018;14097;0;8;24;9;0;0;0;40;79;873;1952;1650;138;0;0;4692;0;58;131;92;0;0;0;281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1256;2305;3800;0;0;0;7384;36;723;841;67;33;0;0;1700;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES AGRÍCOLAS E PECUÁRIOS DA MÉDIA SOROCABANA - CREDICANA;44373041;b3S;I;2;S5;9;ASSIS;SP;01/03/2018;14056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3035;2126;398;0;0;0;5560;55;3557;4319;565;0;0;0;8496;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE RONDONIENSE LTDA. - CREDISIS ROLIMCREDI;3985375;b3S;I;2;S5;9;ROLIM DE MOURA;RO;01/03/2018;13923;0;0;0;0;0;0;0;0;419;2189;2570;1438;222;81;0;6920;46;157;353;289;11;0;0;855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1418;1269;0;0;0;0;2686;58;1914;698;792;1;0;0;3462;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PÉROLA DO VALE - SICOOB CREDIPÉROLA;82133182;b3S;I;2;S5;9;TIMBO;SC;01/03/2018;13895;0;28;89;128;26;19;0;291;260;1478;3246;4126;400;34;0;9543;62;390;983;1631;207;0;0;3274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;37;0;0;0;75;94;512;67;35;5;0;0;712;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDACAO ZERBINI - COOPINCOR;1997612;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;13844;50;1075;4048;6228;2160;263;0;13825;12;1;3;1;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA;3427097;b3S;I;2;S5;9;CRICIUMA;SC;01/03/2018;13811;11;423;1018;784;0;0;0;2237;135;1518;3085;2868;148;0;0;7753;81;359;764;667;64;0;0;1935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;526;757;398;24;0;0;1887;0;;;;;;;;;;;
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/03/2018;13699;0;0;0;0;0;0;0;0;34;3202;5770;4163;106;0;0;13274;0;87;200;138;0;0;0;425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE IPUMIRIM - CRESOL IPUMIRIM;5427501;b3S;I;2;S5;9;IPUMIRIM;SC;01/03/2018;13677;0;0;0;0;0;0;0;0;4;39;129;197;17;0;0;386;4;39;93;96;3;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;1300;2390;2521;1520;1398;0;9207;135;507;861;1454;657;201;32;3849;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS E PRESTADORES DE SERVIÇO DO GRUPO ARCELORMITTAL - SICOOB COPESITA;19875244;b3S;I;2;S5;9;TIMOTEO;MG;01/03/2018;13662;15;538;1278;2319;65;1;0;4215;61;779;1973;2782;639;5;0;6239;22;258;617;778;124;0;0;1799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;316;669;232;38;0;0;1408;0;;;;;;;;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;I;2;S5;9;MARTINHO CAMPOS;MG;01/03/2018;13579;0;30;83;143;55;0;0;312;84;989;1933;2123;103;0;0;5232;2;419;1063;1313;1;0;0;2798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;907;2383;428;0;0;0;3722;32;1408;75;0;0;0;0;1515;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RHODIA PAULINIA;46058731;b3S;I;2;S5;9;PAULINIA;SP;01/03/2018;13575;5;1061;4371;7702;437;0;0;13575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TAKATA-PETRI;47944277;b3S;I;2;S5;9;JUNDIAI;SP;01/03/2018;13427;1;3366;5307;4747;7;0;0;13427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2018;13340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;861;2449;5715;3260;448;0;13070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;134;0;0;0;208;0;0;0;1;41;20;0;61;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK;67341487;b3S;I;2;S5;9;MONTE MOR;SP;01/03/2018;13327;18;828;3413;6801;1991;1;0;13051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;7;0;0;256;275;0;;;;;;;;;;;
COOPERATIVA DE CREDITO MUTUO DOS SERVIDORES PÚBLICOS ESTADUAIS CIVIS,MILITARES E PENSIONISTAS EM ARARAQUARA E REGIÃO, SERVIDORES E MAGISTRADOS  JUDICIÁRIO FEDERAL NO ESTADO DE SÃO PAULO-SICOOB COOPARA;4219215;b3S;I;2;S5;9;ARARAQUARA;SP;01/03/2018;13241;430;926;1984;3128;1658;2213;0;10339;62;136;284;425;257;15;0;1178;27;86;256;545;69;0;0;984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;179;80;185;98;126;0;739;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CORONEL FREITAS - CRESOL CORONEL FREITAS;8647473;b3S;I;2;S5;9;CORONEL FREITAS;SC;01/03/2018;13145;0;0;0;0;0;0;0;0;9;86;214;373;34;0;0;716;9;76;210;384;133;0;0;811;0;0;0;0;0;0;0;0;5;24;8;0;0;0;0;36;58;1355;2879;2535;1653;1783;0;10263;232;416;280;296;61;10;25;1319;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES FEDERAIS NA PARAÍBA - SICOOB COOPERCRET;2275781;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2018;13021;24;918;2147;4134;2639;1715;0;11578;19;163;435;413;91;20;0;1141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;133;149;3;0;0;0;303;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL ALTO RIO GRANDE - SICREDI CREDIGRANDE;25626490;b3S;I;2;S5;9;LAVRAS;MG;01/03/2018;13005;0;0;0;0;0;0;0;0;27;398;910;395;14;0;0;1744;2;122;297;397;38;0;0;856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;1577;6150;644;0;0;0;8662;87;1050;473;70;64;0;0;1743;0;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDARIA DE CANGUÇU - CRESOL SUL;5132104;b3S;I;2;S5;9;CANGUCU;RS;01/03/2018;12997;0;0;0;0;0;0;0;0;433;650;707;884;816;2065;0;5554;15;81;127;284;120;0;0;627;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;10;127;796;2070;911;693;1038;0;5636;140;193;145;229;210;166;86;1170;0;;;;;;;;;;;
SINOSSERRA FINANCEIRA S/A - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;22639377;n1;I;2;S4;14;NOVO HAMBURGO;RS;01/03/2018;12927;7;170;317;123;0;0;0;616;117;1157;481;6;0;0;0;1761;5;1143;3089;5363;951;0;0;10550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO SISTEMA FIESC - CREDIFIESC;2405189;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2018;12888;0;0;0;0;0;0;0;0;98;1553;3308;2824;107;0;0;7890;27;353;837;873;86;0;0;2176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;541;1214;735;170;2;0;2822;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.;3844699;b3S;I;2;S5;9;VITORIA;ES;01/03/2018;12868;31;51;89;8;0;0;0;180;281;1321;5382;5567;32;0;0;12582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;68;31;0;0;0;0;106;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO - COOPERALESP;4791645;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;12806;0;0;0;0;0;0;0;0;114;1101;2909;5785;2886;11;0;12806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DA REGIÃO DO SUDOESTE DO PARANÁ - RODOCRÉDITO;10311218;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;01/03/2018;12773;0;0;0;0;0;0;0;0;150;1275;2713;2426;334;176;0;7073;20;287;643;657;48;0;0;1654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;1351;1475;885;112;9;0;4045;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TEÓFILO OTONI LTDA.;1709266;b3S;I;2;S5;9;TEOFILO OTONI;MG;01/03/2018;12668;0;124;256;75;0;0;0;454;40;1106;2496;2939;798;575;0;7956;10;464;1072;1202;33;0;0;2780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;916;234;109;80;122;0;1478;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO SUL - CRESOL SÃO JOÃO DO SUL;9488496;b3S;I;2;S5;9;SAO JOAO DO SUL;SC;01/03/2018;12623;0;0;0;0;0;0;0;0;2;90;311;531;219;12;0;1165;21;174;457;1013;150;0;0;1816;0;0;0;0;0;0;0;0;1;38;5;0;0;0;0;44;18;1625;1259;1803;1176;1806;0;7687;75;839;446;362;122;4;63;1911;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB INDEPENDÊNCIA - SICOOB INDEPENDÊNCIA;4306351;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;12609;301;239;538;766;49;0;0;1892;1569;886;2019;2520;520;17;0;7531;53;67;138;206;6;0;0;470;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;8;0;0;0;0;0;0;0;0;701;1228;268;427;84;0;0;2708;0;;;;;;;;;;;
COOPERATIVA DE CREDITO DE SALVADOR - SICREDI SALVADOR;2245493;b3S;I;2;S5;9;SALVADOR;BA;01/03/2018;12606;29;602;1683;3287;2471;1445;0;9517;0;49;132;73;1;0;0;255;32;56;112;61;8;0;0;270;0;0;0;0;0;0;0;0;53;173;57;0;0;0;0;282;0;0;0;0;0;0;0;0;190;560;810;666;36;0;21;2282;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;I;2;S5;9;RIO VERDE;GO;01/03/2018;12540;0;18;30;24;0;0;0;72;1;725;1744;935;321;0;0;3727;1;240;582;1051;335;1;0;2211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1393;1306;663;0;0;0;3362;0;371;505;1030;1249;13;0;3168;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DAS REGIÕES NORTE E NORDESTE DO PARÁ - SICOOB UNIDAS;1042487;b3S;I;2;S5;9;BELEM;PA;01/03/2018;12539;43;507;1339;2407;835;172;0;5303;317;946;2059;2269;471;323;0;6384;2;34;76;98;12;0;0;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;394;15;28;0;0;0;631;0;;;;;;;;;;;
SICREDI PIAUÍ - COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES CENTRO E NORTE DO PIAUÍ;3128973;b3S;I;2;S5;9;TERESINA;PI;01/03/2018;12523;5;115;303;268;0;0;0;691;88;1574;3426;3814;451;0;0;9352;10;182;430;447;34;0;0;1104;0;0;0;0;0;0;0;0;52;289;120;0;0;0;0;461;0;0;0;0;0;0;0;0;12;339;378;119;56;11;0;914;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON;48718183;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;12435;0;1894;4113;5454;387;2;0;11849;0;0;0;0;0;0;0;0;0;6;18;56;17;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;119;0;0;0;0;0;489;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ;5040680;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;01/03/2018;12345;0;877;3419;5002;1455;38;0;10790;20;142;497;789;108;0;0;1556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COMPANHIA BRASILEIRA DE ALUMÍNIO;54335401;b3S;I;2;S5;9;ALUMINIO;SP;01/03/2018;11944;22;1100;3021;5975;1170;0;0;11288;82;313;100;144;17;0;0;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;I;2;S5;9;BOM SUCESSO;MG;01/03/2018;11884;1;223;617;968;66;0;0;1875;103;417;718;706;55;0;0;1999;16;186;418;559;78;0;0;1258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;1858;3598;70;0;0;0;5611;52;574;508;7;0;1;0;1140;0;;;;;;;;;;;
GRAZZIOTIN FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;6339468;n1;I;2;S4;14;PASSO FUNDO;RS;01/03/2018;11839;0;0;0;0;0;0;0;0;92;7267;4479;0;0;0;0;11839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TIRADENTES DO SUL - CRESOL TIRADENTES DO SUL;8805562;b3S;I;2;S5;9;TIRADENTES DO SUL;RS;01/03/2018;11769;0;0;0;0;0;0;0;0;16;32;146;198;89;2;0;482;5;75;176;355;100;0;0;710;0;0;0;0;0;0;0;0;0;29;2;0;0;0;0;31;13;2594;1514;1158;490;229;0;5999;139;579;1552;1530;385;290;71;4546;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TREZE DE MAIO - CRESOL TREZE DE MAIO;9330158;b3S;I;2;S5;9;TREZE DE MAIO;SC;01/03/2018;11743;0;0;0;0;0;0;0;0;23;208;357;434;184;60;0;1266;32;285;642;1132;179;0;0;2270;0;0;0;0;0;0;0;0;1;52;12;0;0;0;0;64;18;804;1441;1426;778;954;0;5422;34;810;869;821;107;27;53;2721;0;;;;;;;;;;;
COOPERATIVA    DE    ECONOMIA    E    CRÉDITO   MÚTUO  MINUANO;88325113;b3S;I;2;S5;9;CANOAS;RS;01/03/2018;11733;66;1381;3172;5666;1242;1;0;11528;11;148;17;30;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL - SICREDI MP;3662047;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/03/2018;11725;0;0;0;0;0;0;0;0;0;1091;2869;4859;1697;563;0;11080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;366;106;1;0;0;0;487;0;0;0;0;0;0;0;0;11;146;0;0;0;0;0;157;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MINERACÃO RIO DO NORTE S/A, EM PORTO TROMBETAS LIMITADA -  CREDNORTE;4998845;b3S;I;2;S5;9;ORIXIMINA;PA;01/03/2018;11633;2;998;4144;5000;1187;1;0;11332;0;41;44;116;101;0;0;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO;9463721;b3S;I;2;S5;9;JACINTO MACHADO;SC;01/03/2018;11526;0;0;0;0;0;0;0;0;10;198;326;579;110;1;0;1224;8;180;437;719;71;0;0;1415;0;0;0;0;0;0;0;0;0;22;3;0;0;0;0;25;15;1584;963;1572;1164;1857;0;7154;41;517;541;511;57;20;22;1708;0;;;;;;;;;;;
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/03/2018;11505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;1692;4092;4524;549;2;0;10982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;56;129;216;101;0;0;523;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO CECREB;67087569;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;11486;11;298;564;552;95;0;0;1521;0;71;741;8861;0;0;0;9674;16;40;96;138;2;0;0;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;I;2;S5;9;SALVADOR;BA;01/03/2018;11432;3;44;96;52;0;0;0;196;94;1223;3225;3465;51;0;0;8059;4;180;408;613;86;0;0;1291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;1444;266;0;0;0;0;1885;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS;43730498;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;11426;26;1179;3583;6342;274;0;0;11405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;12;0;0;0;0;0;21;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPÍRITO SANTO - COOPSEFES;3639902;b3S;I;2;S5;9;VITORIA;ES;01/03/2018;11354;158;1380;3469;2536;411;112;0;8066;0;0;0;0;0;0;0;0;4;53;135;168;41;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;265;555;1150;401;139;0;2888;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DOS MUNICÍPIOS DA REGIÃO METROPOLITANA DA GRANDE VITÓRIA/ES;1235921;b3S;I;2;S5;9;VITORIA;ES;01/03/2018;11333;367;1634;2986;5350;977;14;0;11327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL;5745533;b3S;I;2;S5;9;ITATIBA DO SUL;RS;01/03/2018;11323;0;0;0;0;0;0;0;0;25;103;176;181;18;0;0;502;4;14;35;70;2;0;0;126;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;4;187;2959;2598;1156;741;653;0;8294;171;574;738;582;227;63;41;2396;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE FRANCA E REGIÃO - SICOOB CRED-ACIF;4013172;b3S;I;2;S5;9;FRANCA;SP;01/03/2018;11287;0;0;0;0;0;0;0;0;1;1466;952;908;1;0;0;3329;0;77;215;179;0;0;0;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;6240;572;0;0;0;6970;7;315;197;0;0;0;0;518;0;;;;;;;;;;;
AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S.A.;3848103;n1;I;1;S4;30;NATAL;RN;01/03/2018;11283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;243;684;1052;40;0;0;2249;1224;2893;4845;71;0;0;0;9034;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO ESTADO DO ESPÍRITO SANTO LTDA. – UNICRED DO ESPÍRITO SANTO;39808449;b3S;I;2;S5;9;VITORIA;ES;01/03/2018;11249;0;0;0;0;0;0;0;0;37;1344;2795;2717;544;109;0;7546;11;337;802;981;186;0;0;2316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;721;652;7;0;0;0;1387;0;;;;;;;;;;;
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/03/2018;11237;0;0;0;0;0;0;0;0;0;16;13;1;0;0;0;30;11;1543;3569;2123;302;0;0;7547;0;0;0;0;0;0;0;0;538;3122;0;0;0;0;0;3660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ECONÔMICO RHODIA - CREDIRHODIA;57563728;b3S;I;2;S5;9;SANTO ANDRE;SP;01/03/2018;11129;1;694;3068;5589;968;0;0;10320;1;95;260;350;64;0;0;771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;38;0;;;;;;;;;;;
